word	count	series	sites
po-ki-te	1	KN B	KN
to-wa-no	1	KN B	KN
e-wi-to-wo	1	KN B	KN
ma-ja-ro	1	KN B	KN
ra-sa-to	1	KN B	KN
sa-do-ro-jo	1	KN B	KN
a-pi-ja-ko-ro-jo	1	KN B	KN
ku-te-ro	1	KN B	KN
si-ra	1	KN B	KN
ka-ra-na-ko	1	KN B	KN
ko-ma	1	KN B	KN
wo-ro-ka-ne	1	KN B	KN
e-pi-ko	1	KN B	KN
pi-sa-wa-ta	1	KN B	KN
wo-si-jo-ne	1	KN B	KN
ka-ra-i-no	1	KN B	KN
we-ro-pa-ta	1	KN B	KN
e-re-ke	1	KN B	KN
to-ke	1	KN B	KN
ka-pa-jo	1	KN B	KN
o-re-i	1	KN B	KN
me-ri-wo	1	KN B	KN
e-wo-ta-de	1	KN C	KN
si-pe-we	1	KN C	KN
o-du-ru-wi-jo	1	KN C	KN
e-ra-ne	1	KN C	KN
o-du-ru-we	1	KN C	KN
u-wo-qe-we	1	KN C	KN
ku-ta-i-to	1	KN C	KN
re-ri-jo	1	KN C	KN
ma-mi-di-zo	1	KN C	KN
pi-ri-to-jo	1	KN C	KN
po-ri-wo	1	KN C	KN
su-ki-ri-ta-jo	1	KN C	KN
a-ru	1	KN C	KN
pa-ta-ti-jo	1	KN C	KN
a-du-po-to	1	KN C	KN
qi-ko-we-e	1	KN C	KN
qa-di-ja	1	KN C	KN
po-ku-te-ro	1	KN C	KN
o-mi-ri-so	1	KN C	KN
da-we-ro	1	KN C	KN
pu-na-to	1	KN C	KN
e-te-wa-tu-wo	1	KN C	KN
i-ro-to	1	KN C	KN
a-da-wa-si-jo	1	KN C	KN
su-pu-wo	1	KN C	KN
do-e-ro-jo	1	KN C	KN
e-te-wa-no	1	KN C	KN
pa-ra-ti-jo	1	KN C	KN
a-ka-wi-ja-de	1	KN C	KN
re-ko-no	1	KN C	KN
te-ru-wo-te	1	KN C	KN
sa-pa-ka-te-ri-ja	1	KN C	KN
ke-to-ro	1	KN C	KN
we-wo-ni-jo	1	KN C	KN
me-tu-ro	1	KN C	KN
po-ro-i	1	KN C	KN
te-re-wa-ko	1	KN C	KN
a3-wa	1	KN C	KN
tu-ma-ko	1	KN C	KN
pu-na-so-qe	1	KN C	KN
ra-su-to-qe	1	KN C	KN
ko-we-qe	1	KN C	KN
we-ka-ta-e	1	KN C	KN
ka-te-ri-ja	1	KN C	KN
au-a3-ta	1	KN C	KN
ja-we-jo	1	KN C	KN
no-re	1	KN C	KN
ra-zo	1	KN C	KN
ka-ma-o	1	KN C	KN
a-ki-ri-ja	1	KN C	KN
to-ro-wa-ko	1	KN C	KN
te-pa-ra	1	KN Ce	KN
o-ro-ke-u	1	KN Ce	KN
me-*86-ta	1	KN Ce	KN
ti-ri-sa-ta	1	KN Ce	KN
ta-ta-ta	1	KN Ce	KN
da-na	1	KN Ce	KN
ai-wo-ro	1	KN Ch	KN
e-po-ro-jo	1	KN Ch	KN
to-ma-ko	1	KN Ch	KN
wo-no-qo-so-qe	1	KN Ch	KN
au-to-a3-ta	1	KN Ch	KN
wo-no-qo-so	1	KN Ch	KN
wa-no-qe	1	KN Ch	KN
pa-ko-qe	1	KN Ch	KN
wi-du-ru-ta	1	KN Ch	KN
no-qe	1	KN Ch	KN
a-ko-ro-we-i	1	KN Ch	KN
ma-ti-jo	1	KN D	KN
qi-ni-te-we	1	KN D	KN
e-ki-no	1	KN Da	KN
a-ko-ro-qo-ro	1	KN Da	KN
e-ne-ke-se-u	1	KN Da	KN
o-ku-no	1	KN Da	KN
po-i-te-u	1	KN Da	KN
ri-sa-ta	1	KN Da	KN
a-qi-ro	1	KN Da	KN
po-ru-qo-to	1	KN Da	KN
du-ri	1	KN Da	KN
a-re-ke-se-u	1	KN Da	KN
e-ro-u-ta	1	KN Da	KN
wi-je-so	1	KN Da	KN
da-i-qo-ta	1	KN Da	KN
ru-*56-ra-so	1	KN Da	KN
ku-ru-me-ni-jo	1	KN Da	KN
a-ke-e-to	1	KN Da	KN
*34-zo	1	KN Da	KN
se-wo-to	1	KN Da	KN
ka-ma-to	1	KN Da	KN
to-tu-no	1	KN Da	KN
mo-ni-ko	1	KN Da	KN
ka-mo-ni-jo	1	KN Da	KN
ku-mo-no-so	1	KN Da	KN
po-i-ti-jo	1	KN Da	KN
da-i-ze-to	1	KN Da	KN
su-ta-no	1	KN Da	KN
te-mi-ro	1	KN Da	KN
si-ki-to	1	KN Da	KN
ta-pe-ro	1	KN Da	KN
o-ti-jo	1	KN Da	KN
a-ri-ko	1	KN Da	KN
ki-*18-i-so	1	KN Da	KN
te-ru-ro	1	KN Da	KN
mi-ni-to	1	KN Da	KN
ti-ri-jo-ko-so	1	KN Da	KN
e-u-mo	1	KN Da	KN
ku-ke-to	1	KN Da	KN
ku-ne-u	1	KN Da	KN
ri-ma-zo	1	KN Da	KN
ki-ki-jo	1	KN Da	KN
wa-du-ka-sa-ro	1	KN Da	KN
ka-jo	1	KN Da	KN
ki-sa-nu-wo	1	KN Da	KN
ta-*49-ro	1	KN Da	KN
su-se	1	KN Da	KN
wi-ra-ne	1	KN Da	KN
po-ka-ro	1	KN Da	KN
ku-i-so	1	KN Da	KN
pi-ki-nu-wo	1	KN Da	KN
a-da-ra-ro	1	KN Da	KN
wi-ro-jo	1	KN Da	KN
ki-so	1	KN Da	KN
a3-to	1	KN Da	KN
a3-ku-pi-ti-jo	1	KN Db	KN
no-ta-na	1	KN Db	KN
qi-ja-to	1	KN Db	KN
du-ta-so	1	KN Db	KN
a-qe-mo	1	KN Db	KN
wi-jo-ka-de	1	KN Db	KN
ra-ko	1	KN Db	KN
i-mi-ri-jo	1	KN Db	KN
pa-u-ro	1	KN Db	KN
ru-ka-*18	1	KN Db	KN
da-wi	1	KN Db	KN
sa-nu-we-ta	1	KN Db	KN
ra-wi-zo	1	KN Db	KN
a-no-ke-we	1	KN Db	KN
sa-e-ro	1	KN Db	KN
qa-da-so	1	KN Db	KN
ru-ki-so	1	KN Db	KN
na-ru	1	KN Db	KN
wi-jo-qo-ta	1	KN Db	KN
da-na-jo	1	KN Db	KN
ki-mu-ku	1	KN Db	KN
ra-ro	1	KN Db	KN
e-wa-ra-jo	1	KN Db	KN
tu-ma-do-ro	1	KN Db	KN
pa-ra-to	1	KN Db	KN
na-wi-ro	1	KN Db	KN
ru-wo-i-ko	1	KN Db	KN
ta-jo-jo	1	KN Db	KN
wa-*86-re	1	KN Dc	KN
ta-ra-to-no	1	KN Dc	KN
wo-*82-ni-jo	1	KN Dc	KN
pa-ja-so	1	KN Dc	KN
da-ra-mu-ro	1	KN Dc	KN
de-ni-mo	1	KN Dc	KN
ku-ka-no	1	KN Dc	KN
e-ra-to	1	KN Dc	KN
se-me-tu-ro	1	KN Dc	KN
wi-*65-te-u	1	KN Dc	KN
da-wa	1	KN Dc	KN
se-to-i-jo	1	KN Dc	KN
ri-jo-te	1	KN Dc	KN
su-po	1	KN Dc	KN
a-wo-ti-jo	1	KN Dd	KN
du-ro	1	KN Dd	KN
o-ne-u	1	KN Dd	KN
o-wi-ro	1	KN Dd	KN
wi-su-ro	1	KN Dd	KN
qi-zo	1	KN Dd	KN
ma-ra-pi-jo	1	KN Dd	KN
ra-u-ra-ta	1	KN Dd	KN
ku-ke-so	1	KN Dd	KN
ra-to-jo	1	KN Dd	KN
ma-ta-u-ro	1	KN Dd	KN
wi-da-ka-so	1	KN Dd	KN
ke-*83-*18	1	KN Dd	KN
da-na-ro	1	KN Dd	KN
te-to	1	KN De	KN
we-ra-to	1	KN De	KN
su-di-ni-ko	1	KN De	KN
da-ta-ja-ro	1	KN De	KN
da-i-ta-ra-ro	1	KN De	KN
me-ri-wa-ta	1	KN De	KN
qi-si-ta	1	KN De	KN
ka-wa-ro	1	KN De	KN
ja-ti-ri	1	KN De	KN
ta-po-si-jo	1	KN De	KN
e-me-si-jo	1	KN De	KN
mo-qo-so	1	KN De	KN
se-do	1	KN De	KN
ja-ra-to	1	KN De	KN
o-ra	1	KN De	KN
ta-na-to	1	KN De	KN
ka-da-i-so	1	KN De	KN
ta-di-*22-so	1	KN De	KN
u-*56	1	KN Df	KN
ka-*56-no	1	KN Df	KN
pu-nu-so	1	KN Df	KN
sa-sa-jo	1	KN Df	KN
qe-ri	1	KN Df	KN
te-mi	1	KN Df	KN
ku-jo	1	KN Df	KN
qa-i-po	1	KN Dg	KN
a-du-ru-po-to	1	KN Dg	KN
a-ni-ja-to	1	KN Dg	KN
ti-ja	1	KN Dg	KN
si-ni-to	1	KN Dg	KN
ru-ma-no	1	KN Dg	KN
ko-ku	1	KN Dh	KN
su-ma-no	1	KN Dh	KN
da-ro	1	KN Dk	KN
ni-ja-so	1	KN Dk	KN
sa-jo	1	KN Dk	KN
qi-ta-ro	1	KN Dk	KN
ku-mo-no	1	KN Dk	KN
ko-me-we-te	1	KN Dk	KN
ka-te-u	1	KN Dk	KN
di-ro-qo	1	KN Dk	KN
i-ke-se-ro	1	KN Dk	KN
se-u	1	KN Dk	KN
da-mi-ni	1	KN Dk	KN
mi-ni-jo	1	KN Dk	KN
e-u-da-i-ta	1	KN Dl	KN
su-ki-ri-ta-pi	1	KN Dl	KN
mi-ti	1	KN Dl	KN
*56-na-ro	1	KN Dl	KN
e-pe-ke	1	KN Dl	KN
ma-so-mo	1	KN Dl	KN
da-ta-ra-mo	1	KN Dl	KN
po-ti-ni-ja-we	1	KN Dl	KN
a-ko-i-da	1	KN Dl	KN
ta-mi-de-so	1	KN Dl	KN
ke-u-sa	1	KN Dl	KN
pa-za-ti	1	KN Dl	KN
i-pe-ta	1	KN Dl	KN
ti-za	1	KN Dl	KN
ja-du-we	1	KN Dl	KN
a3-mi	1	KN Dm	KN
pa-i	1	KN Dm	KN
o-we-to	1	KN Dm	KN
e-ka	1	KN Dm	KN
mi-ni-si-ja	1	KN Dn	KN
wi-da-ma-ro	1	KN Do	KN
to-wi-no	1	KN Do	KN
tu-da-ra	1	KN Do	KN
da-i-mi-so	1	KN Do	KN
ko-te-u	1	KN Do	KN
a-di-ri-jo	1	KN Do	KN
ta-re-wo	1	KN Dp	KN
ku-su-pa-ta	1	KN Dp	KN
ko-no-si	1	KN Dp	KN
po-ti-ni-ja-we-i-jo	1	KN Dp	KN
sa-no	1	KN Dq	KN
o-re-te-wo	1	KN Dq	KN
qo-si-jo	1	KN Dq	KN
o-re	1	KN Dq	KN
te-ki-ri-ne-to	1	KN Dq	KN
ko-ta-o	1	KN Dq	KN
wi-jo-qo	1	KN Dq	KN
pe-ri-qo	1	KN Dq	KN
ki-mu-ko	1	KN Dv	KN
ka-ta-wo	1	KN Dv	KN
e-qa-ro	1	KN Dv	KN
a3-ke-ra	1	KN Dv	KN
mo-re	1	KN Dv	KN
*22-ri-ta-ro	1	KN Dv	KN
a-ze-o	1	KN Dv	KN
*34-so	1	KN Dv	KN
ki-ri-ne-to	1	KN Dv	KN
ra-o-no	1	KN Dv	KN
wi-je-mo	1	KN Dv	KN
a-ti-ro	1	KN Dv	KN
mi-ta-qo	1	KN Dv	KN
su-ru-so	1	KN Dv	KN
mu-da	1	KN Dv	KN
pe-ri-qo-te	1	KN Dv	KN
tu-*56-da-ro	1	KN Dv	KN
e-u-me-ta	1	KN Dv	KN
ri-ja-ta	1	KN Dv	KN
ri-di-ne-to	1	KN Dv	KN
pe-ri	1	KN Dv	KN
ke-me-u	1	KN Dv	KN
me-ki-ti	1	KN Dv	KN
ma-no-we	1	KN Dv	KN
ki-sa	1	KN Dv	KN
ra-ne-to	1	KN Dv	KN
a-ze-ta	1	KN Dv	KN
a-na-ki-ri	1	KN Dv	KN
i-ke-se-ra	1	KN Dv	KN
di-*79-nu	1	KN Dv	KN
di-ki-nu-wo	1	KN Dv	KN
di-de-ro	1	KN Dv	KN
di-za	1	KN Dv	KN
o-ki-ro	1	KN Dv	KN
ti-ro	1	KN Dv	KN
de-we-ra	1	KN Dv	KN
ri-ro	1	KN Dv	KN
si-pa-ta-do	1	KN Dv	KN
si-ri-pi-jo	1	KN Dv	KN
na-ro	1	KN Dv	KN
no-sa-ro	1	KN Dv	KN
ma-we-to	1	KN Dv	KN
ta-ja-no	1	KN Dv	KN
su-ti-jo	1	KN Dv	KN
qa-mi-ki	1	KN Dv	KN
na-no-to	1	KN Dv	KN
qe-u	1	KN Dv	KN
ni-mo	1	KN Dv	KN
no-to	1	KN Dv	KN
pu-ko	1	KN Dv	KN
pa-na	1	KN Dv	KN
ra-pa	1	KN Dv	KN
ra-wa-si-jo	1	KN E	KN
me-a-de	1	KN E	KN
ki-da-ro	1	KN E	KN
ta-ra-qo	1	KN E	KN
ta-u-pa-du-we	1	KN E	KN
ra-wa-e-si-jo	1	KN E	KN
no-so	1	KN E	KN
a-no-qo-ta-o	1	KN E	KN
da-na-mo	1	KN E	KN
pu-ta-ri-ja	1	KN E	KN
ma-si-jo	1	KN E	KN
a-ta-re-wo	1	KN E	KN
me-si-jo-jo	1	KN E	KN
e-pi-ke-to	1	KN E	KN
po-ra-de-qo-no	1	KN F	KN
ne-je-ta	1	KN F	KN
te-ra-po-ti	1	KN F	KN
ka-da-ra-so	1	KN F	KN
qa-ka	1	KN F	KN
wi-jo-jo	1	KN F	KN
a-di-*22-sa	1	KN F	KN
mi-sa-ra-jo	1	KN F	KN
sa-pi-ti-ne-we-jo	1	KN F	KN
e-ra-wa	1	KN F	KN
ma-so-qe	1	KN F	KN
di-pa-te	1	KN F	KN
e-u-ko-me	1	KN F	KN
ja-na-ti	1	KN F	KN
*22-to	1	KN F	KN
o-pa-wo-ne-ja	1	KN Fh	KN
pe-da-i-ra	1	KN Fh	KN
du-ni-ja	1	KN Fh	KN
a-ne-ra-to	1	KN Fh	KN
do-re-we	1	KN Fh	KN
e-pi-ko-wa	1	KN Fh	KN
ka-pa-ri-jo-ne	1	KN Fh	KN
i-su-ku-wo-do-to	1	KN Fh	KN
de-u-jo-i	1	KN Fh	KN
ra-ma-na-de	1	KN Fh	KN
o-mi-ri-jo-i	1	KN Fh	KN
e-ra-de	1	KN Fh	KN
ki-ra-*56-so	1	KN Fh	KN
a-ku-tu-ru-wo	1	KN Fh	KN
u-te-si	1	KN Fh	KN
to-so-ku-su-pa	1	KN Fh	KN
mu-to	1	KN Fh	KN
de-ka-sa-to	1	KN Fh	KN
o-se-ko-do	1	KN Fh	KN
ro-qa	1	KN Fh	KN
ma-qa-to	1	KN Fh	KN
jo-te	1	KN Fh	KN
ko-ro-ja-ne	1	KN Fh	KN
re-pi-ru-nu-we	1	KN Fh	KN
do-ni-ja	1	KN Fh	KN
qa-nu-we	1	KN Fh	KN
ro-to-qa	1	KN Fh	KN
u-ru-pi-ja	1	KN Fh	KN
a-ri-ja-wo-ne	1	KN Fh	KN
*56-i-ti	1	KN Fh	KN
ra-i	1	KN Fh	KN
wa-po	1	KN Fh	KN
u-ne	1	KN Fh	KN
ko-ki-de-jo	1	KN Fh	KN
wa-u-so	1	KN Fh	KN
ku-ru-me-ne-jo	1	KN Fh	KN
me-ra-de	1	KN Fh	KN
ne-wo-jo	1	KN Fh	KN
de-u-ki-jo-jo	1	KN Fp	KN
di-ka-ta-jo	1	KN Fp	KN
*47-da-de	1	KN Fp	KN
a-ne-mo	1	KN Fp	KN
di-wi-jo-jo	1	KN Fp	KN
a-ma-ko-to	1	KN Fp	KN
jo-te-re-pa-to	1	KN Fp	KN
e-ke-se-si	1	KN Fp	KN
qe-ra-si-jo	1	KN Fp	KN
ka-ra-e-i-jo	1	KN Fp	KN
pa-ja-ni-jo	1	KN Fp	KN
qe-te-a	1	KN Fp	KN
te-re-no	1	KN Fp	KN
da-*83-ja-de	1	KN Fp	KN
i-je-to	1	KN Fp	KN
di-wo-pu-ka-ta	1	KN Fp	KN
su-ko-ne	1	KN Fp	KN
a-ka-ta-ra-te-so-de	1	KN Fp	KN
sa-na-to-de	1	KN Fs	KN
a-*65-ma-na-ke	1	KN Fs	KN
a-ro-do-ro-o	1	KN Fs	KN
o-ja-de	1	KN Fs	KN
qe-sa-ma-qa	1	KN Fs	KN
ta-mi-te-mo	1	KN Fs	KN
e-ti-wa	1	KN Fs	KN
ka-u-da	1	KN Fs	KN
ja-pe-re-so	1	KN Fs	KN
ki-ri-jo-de	1	KN Fs	KN
da-da-re	1	KN Fs	KN
ni-ja-we-jo	1	KN G	KN
*56-ko-we-i-ja-qe	1	KN G	KN
ku-ta-ti-ja-qe	1	KN G	KN
ke-u-po-de-ja	1	KN G	KN
a-ka-re-u	1	KN Ga	KN
a3-ta-jo	1	KN Ga	KN
tu-to	1	KN Ga	KN
*56-ko-we-i-jo	1	KN Ga	KN
pa-ra-u-jo	1	KN Ga	KN
ti-ri-ti	1	KN Ga	KN
*83-re-jo-de	1	KN Ga	KN
ni-so-de	1	KN Ga	KN
tu-wi-no	1	KN Ga	KN
tu-wi-no-no	1	KN Ga	KN
ja-do	1	KN Ga	KN
ka-sa-ma-to	1	KN Ga	KN
pa-de-i	1	KN Ga	KN
to-o-po-ri-ja	1	KN Ga	KN
ki-si-ja	1	KN Ga	KN
e-te-jo	1	KN Gg	KN
ma-ri-ne-we	1	KN Gg	KN
ma-ki-ro-ne	1	KN Gg	KN
ra-e-ri-jo	1	KN Gg	KN
a-pu-da-se-we	1	KN Gm	KN
jo-e-ke-to-qo	1	KN Gv	KN
wo-na-si	1	KN Gv	KN
we-je-we	1	KN Gv	KN
pu-ta	1	KN Gv	KN
de-wa-pi	1	KN K	KN
ku-ru-su-*56	1	KN K	KN
pi-ri-je	1	KN K	KN
a-ro-we	1	KN K	KN
do-ke-u	1	KN K	KN
ke-ra-a	1	KN K	KN
ne-qa-sa-pi	1	KN K	KN
qa-sa-pi	1	KN K	KN
u-do	1	KN K	KN
sa-me-ti-jo	1	KN K	KN
i-je-re-wi-jo	1	KN K	KN
de-ra	1	KN K	KN
ma-te-u-pi	1	KN K	KN
pa-we-pi	1	KN L	KN
u-po-we	1	KN L	KN
to-ni-ja	1	KN L	KN
ta-ra-jo	1	KN L	KN
sa-me-u	1	KN L	KN
ka-ta-ri-ja	1	KN L	KN
ko-ru-we-ja	1	KN L	KN
po-pu-re-ja	1	KN L	KN
pu-ka-ta-ri-ja	1	KN L	KN
qo-u-qo-ta	1	KN L	KN
a-mi-si-ja	1	KN L	KN
pe-re-ke	1	KN L	KN
qe-re-jo	1	KN L	KN
ku-da-ra-ro	1	KN L	KN
a3-ka-ra	1	KN L	KN
i-ku-tu-re	1	KN L	KN
ru-si-qe	1	KN L	KN
a-pa-i-ti-jo	1	KN L	KN
ze-me-qe	1	KN L	KN
a-qo-ta	1	KN L	KN
zo-ta-qe	1	KN L	KN
di-du-me	1	KN L	KN
o-qo-o-ki-te	1	KN L	KN
nu-wa-i-ja	1	KN L	KN
o-pe-te-wo-qe	1	KN L	KN
o-re-ne-a	1	KN L	KN
e-ra-pe-me-na	1	KN L	KN
nu-we-jo	1	KN L	KN
sa-pa	1	KN L	KN
e-pi-ki-to-ni-ja	1	KN L	KN
e-ta-wo-ne-wo	1	KN L	KN
e-ne-ro	1	KN L	KN
ku-su-a-ta-o	1	KN L	KN
re-ne-o	1	KN L	KN
ku-ta-mi	1	KN L	KN
ra-su-ti-jo	1	KN L	KN
ka-ta-ni-ja	1	KN L	KN
ki-to-ne	1	KN L	KN
sa-de-so	1	KN L	KN
re-wa-jo	1	KN L	KN
te-tu-ko-wo-a	1	KN L	KN
a-ko-we-i-ja	1	KN L	KN
pe-ne-we-te	1	KN L	KN
a-ro-za	1	KN L	KN
ko-pu-ra	1	KN L	KN
ra-je-we	1	KN L	KN
te-ro	1	KN L	KN
pa-ke-we	1	KN L	KN
ki-to-ni-ja	1	KN L	KN
po-ki-ro-nu	1	KN L	KN
ku-ru-so-no	1	KN Lc	KN
wa-na-ka-te-ra	1	KN Lc	KN
tu-ri-si-ja	1	KN Lc	KN
a-ro-zo	1	KN Lc	KN
ne-we-wi-ja	1	KN Lc	KN
po-pu	1	KN Lc	KN
ko-u	1	KN Lc	KN
pa-ra-ku-ja	1	KN Ld	KN
po-ki-ro-nu-ko	1	KN Ld	KN
qe-si-ja	1	KN Ld	KN
o-pi-qi-na	1	KN Ld	KN
e-ta-wo-ne-we	1	KN Ld	KN
*56-ra-ku-ja	1	KN Ld	KN
po-ri-wa	1	KN Ld	KN
ke-se-ne-wi-jo	1	KN Ld	KN
pe-ki-ti	1	KN Ld	KN
e-re-ta-ra-pi	1	KN Ld	KN
ki-to-na	1	KN Ld	KN
ki-to-pi	1	KN Ld	KN
ko-nu-ka	1	KN Ld	KN
*34-ka	1	KN Ld	KN
o-a-po-te	1	KN Le	KN
a-re-i-jo	1	KN Le	KN
o-u-qe-po	1	KN Le	KN
da-mo-ko	1	KN Le	KN
mi-ja-ro	1	KN Ln	KN
*56-po-so	1	KN Ln	KN
wa-wa-ka	1	KN Ln	KN
ta-su	1	KN Ln	KN
ko-re-wo	1	KN Ln	KN
di-*65-pa-ta	1	KN Ln	KN
ru-sa-ma	1	KN Ln	KN
qe-pa-ta-no	1	KN Ln	KN
ru-nu	1	KN Ln	KN
po-ni-ke-ja	1	KN Ln	KN
ke-re-na	1	KN M	KN
e-ne-si-da-o-ne	1	KN M	KN
su-ja-to	1	KN M	KN
o-re-o-po	1	KN M	KN
ze-ne-si-wi-jo	1	KN M	KN
ma-wo	1	KN M	KN
ra-e-ri-jo-jo	1	KN M	KN
ja-*18	1	KN Mc	KN
u-qa-mo	1	KN Mc	KN
a-pa-sa-ki-jo	1	KN Mc	KN
si-nu-mo-ro	1	KN Mc	KN
qe-wa-ra	1	KN Mc	KN
ja-qo	1	KN Mc	KN
a-pa-u-ro	1	KN Mc	KN
pu-ru	1	KN Nc	KN
e-ri-sa-ta	1	KN Nc	KN
da-so	1	KN Nc	KN
a-na-ka	1	KN Nc	KN
a-pu-so-do	1	KN Nc	KN
wi-pi-o	1	KN Nc	KN
sa-na-so	1	KN Nc	KN
i-we	1	KN Nc	KN
no-ro	1	KN Nc	KN
ka-ta-ra	1	KN Np	KN
sa-ma-da	1	KN Np	KN
ti-ja-no	1	KN Np	KN
na-pi	1	KN Np	KN
jo-zo	1	KN Np	KN
ma-ki-nu-wo	1	KN Np	KN
re-o	1	KN Oa	KN
ro-to	1	KN Od	KN
no-nu-we	1	KN Od	KN
po-ro-to	1	KN Od	KN
a-po-te	1	KN Od	KN
e-ze-to	1	KN Od	KN
su-mo-no-qe	1	KN Od	KN
au-u-te	1	KN Od	KN
a-pe-i-si	1	KN Od	KN
o-mu-ka-ra	1	KN Od	KN
sa-mu	1	KN Od	KN
qo-ja-te	1	KN Od	KN
e-na-po-na	1	KN Od	KN
pa-i-ti-jo	1	KN Od	KN
e-ti-wa-ja-qe	1	KN Od	KN
ti-ra	1	KN Od	KN
a-mi-ke-te-to	1	KN Od	KN
ne-ki-ri-si	1	KN Od	KN
jo-ni-ja	1	KN Od	KN
po-ro-i-ra	1	KN Od	KN
e-pi-ro-pa-ja	1	KN Od	KN
o-du-we	1	KN Od	KN
te-o-po-ri-ja	1	KN Od	KN
a-*65-na	1	KN Od	KN
ta-wa-ko-to	1	KN Od	KN
ki-ri-ta-i	1	KN Od	KN
ta-ni-jo	1	KN Og	KN
ri-ti-jo	1	KN Og	KN
qa-ra-o	1	KN Og	KN
jo-a-mi-ni-so-de	1	KN Og	KN
ku-pe-se-ro	1	KN Og	KN
ne-ri-wa-to	1	KN Og	KN
e-re-pa-ta	1	KN Og	KN
a-na-re-u	1	KN Pp	KN
mu-ka-ra	1	KN Pp	KN
je-ne	1	KN R	KN
ke-a	1	KN R	KN
qa-mi-si-jo	1	KN Sc	KN
me-za-wo	1	KN Sc	KN
pa-di-jo	1	KN Sc	KN
o-pi-ri-mi-ni-jo	1	KN Sc	KN
a-qa-ro	1	KN Sc	KN
po-*34-wi-do	1	KN Sc	KN
a-mi-ni-si	1	KN Sc	KN
a-*47	1	KN Sc	KN
e-ro-e	1	KN Sc	KN
qe-ra-di-ri-jo	1	KN Sc	KN
*47-u	1	KN Sc	KN
i-sa-wo	1	KN Sc	KN
di-so	1	KN Sc	KN
po-*34	1	KN Sc	KN
qa-*83-to	1	KN Sc	KN
pa-ra	1	KN Sc	KN
pa-wa-so	1	KN Sc	KN
i-ka-se	1	KN Sc	KN
si-mo	1	KN Sc	KN
e-wo	1	KN Sc	KN
a-ra-ro-mo-te-me-no	1	KN Sd	KN
a-u-qe	1	KN Sd	KN
a-re-ta-to	1	KN Sd	KN
au-ro	1	KN Sd	KN
ko-ki-da	1	KN Sd	KN
mi-to-we-sa-e	1	KN Sd	KN
po-ni-ja-ja	1	KN Sd	KN
ka-ke-ja-pi	1	KN Sd	KN
po-ni-ki	1	KN Sd	KN
a-ja-me	1	KN Sd	KN
a-ro-mo-te-me-na	1	KN Sd	KN
ke-ra-i-ja-pi	1	KN Sd	KN
a-ra-ro-mo-te	1	KN Sd	KN
i-qi	1	KN Sd	KN
e-te-re-ta	1	KN Se	KN
po-ro-ti-ri	1	KN Se	KN
po-ni-ke-a	1	KN Se	KN
wo-ra-we-sa	1	KN Se	KN
o-mo-pi	1	KN Se	KN
e-ka-te-re-ta	1	KN Se	KN
we-ja	1	KN Se	KN
a-na-i-ta	1	KN Sf	KN
a-na-ta	1	KN Sf	KN
a-na-ma-to	1	KN Sf	KN
me-ta-ke-ku-me-na	1	KN Sf	KN
a-na-mo-ta	1	KN Sf	KN
ja-me-na	1	KN Sf	KN
e-na-ri-po-to	1	KN Sg	KN
po-ro-su-re	1	KN Sg	KN
e-pi-ko-ru-si-jo	1	KN Sk	KN
o-pa-wo	1	KN Sk	KN
to-ra	1	KN Sk	KN
o-pi-ko-ru-si-ja	1	KN Sk	KN
pa-ra-wa	1	KN Sk	KN
a-te-re-te-a	1	KN So	KN
pe-te-re-wa	1	KN So	KN
ka-ki-jo	1	KN So	KN
ka-ko-de-ta	1	KN So	KN
ki-da-pa	1	KN So	KN
o-da-tu-we-ta	1	KN So	KN
wo-zo-me-no	1	KN So	KN
o-da-ku-we-ta	1	KN So	KN
wo-zo-me-na	1	KN So	KN
e-re-ka	1	KN So	KN
a-mo-te	1	KN So	KN
wa-ra-wi-ta	1	KN So	KN
ri-ka	1	KN So	KN
o-pe-te-we	1	KN So	KN
wo-ra-e	1	KN Sp	KN
ka-za	1	KN Sp	KN
ri-*65-no	1	KN U	KN
a-pe-re	1	KN U	KN
a-ku-wo	1	KN U	KN
ko-so-ni-ja	1	KN U	KN
a-pi-te	1	KN U	KN
me-wo-ni-jo	1	KN U	KN
a3-ki-si-jo	1	KN U	KN
ta-u-po-no	1	KN U	KN
pu-re-wa	1	KN U	KN
ka-u-ja	1	KN U	KN
de-u-ke-ro	1	KN U	KN
a3-ki-po	1	KN U	KN
pi-ri-sa-ta	1	KN U	KN
se-ri-na-ta	1	KN U	KN
pa-ke-ta	1	KN U	KN
a-wi-to-do-to	1	KN U	KN
si-ki-ro	1	KN U	KN
a-pi-po-re-we	1	KN Uc	KN
i-po-no	1	KN Uc	KN
ka-wi-ja	1	KN Uf	KN
za-mi-so	1	KN Uf	KN
ra-mo	1	KN Uf	KN
pa-to-ro	1	KN Uf	KN
ta-na-ti	1	KN Uf	KN
di-ra	1	KN Uf	KN
ki-te	1	KN Uf	KN
ku-ka-da-ro	1	KN Uf	KN
pi-di-jo	1	KN Uf	KN
te-wa-te-u	1	KN Uf	KN
ta-ko-ro	1	KN Uf	KN
a-ke-re-mo	1	KN Uf	KN
ke-ma-qe-me	1	KN Uf	KN
me-ra	1	KN Uf	KN
ke-nu-wa-so	1	KN Uf	KN
e-ri-ke-re-we	1	KN Uf	KN
e-ke-pu-te-ri-ja	1	KN Uf	KN
po-to-ri-ka-ta	1	KN Uf	KN
